1 -2.5 3.5 54.5
1 -2.4 11.0444 50.96
1 -2.3 17.6669 47.54
1 -2.2 23.4176 44.24
1 -2.1 28.351 41.06
1 -2 32.5242 38
1 -1.9 35.9955 35.06
1 -1.8 38.8228 32.24
1 -1.7 41.0628 29.54
1 -1.6 42.7702 26.96
1 -1.5 43.997 24.5
1 -1.4 44.7924 22.16
1 -1.3 45.2023 19.94
1 -1.2 45.2697 17.84
1 -1.1 45.0341 15.86
1 -1 44.5321 14
1 -0.9 43.7974 12.26
1 -0.8 42.8609 10.64
1 -0.7 41.7507 9.14
1 -0.6 40.4929 7.76
1 -0.5 39.1111 6.5
1 -0.4 37.627 5.36
1 -0.3 36.0603 4.34
1 -0.2 34.429 3.44
1 -0.1 32.7497 2.66
1 0 31.0374 2
1 0.1 29.3057 1.46
1 0.2 27.567 1.04
1 0.3 25.8328 0.74
1 0.4 24.113 0.56
1 0.5 22.4169 0.5
1 0.6 20.7526 0.56
1 0.7 19.1273 0.74
1 0.8 17.5472 1.04
1 0.9 16.0177 1.46
1 1 14.543 2
1 1.1 13.1266 2.66
1 1.2 11.7709 3.44
1 1.3 10.4772 4.34
1 1.4 9.24593 5.36
1 1.5 8.07613 6.5
1 1.6 6.96569 7.76
1 1.7 5.91112 9.14
1 1.8 4.90746 10.64
1 1.9 3.9481 12.26
1 2 3.02465 14
1 2.1 2.12673 15.86
1 2.2 1.24174 17.84
1 2.3 0.354626 19.94
1 2.4 -0.552366 22.16
1 2.5 -1.5 24.5
