-2.5 -2.5 136.719 -162.5
-2.5 -2.4 127.5 -153.65
-2.5 -2.3 118.594 -145.1
-2.5 -2.2 110 -136.85
-2.5 -2.1 101.719 -128.9
-2.5 -2 93.75 -121.25
-2.5 -1.9 86.0938 -113.9
-2.5 -1.8 78.75 -106.85
-2.5 -1.7 71.7188 -100.1
-2.5 -1.6 65 -93.65
-2.5 -1.5 58.5938 -87.5
-2.5 -1.4 52.5 -81.65
-2.5 -1.3 46.7187 -76.1
-2.5 -1.2 41.25 -70.85
-2.5 -1.1 36.0938 -65.9
-2.5 -1 31.25 -61.25
-2.5 -0.9 26.7188 -56.9
-2.5 -0.8 22.5 -52.85
-2.5 -0.7 18.5938 -49.1
-2.5 -0.6 15 -45.65
-2.5 -0.5 11.7188 -42.5
-2.5 -0.4 8.75 -39.65
-2.5 -0.3 6.09375 -37.1
-2.5 -0.2 3.75 -34.85
-2.5 -0.1 1.71875 -32.9
-2.5 0 -0 -31.25
-2.5 0.1 -1.40625 -29.9
-2.5 0.2 -2.5 -28.85
-2.5 0.3 -3.28125 -28.1
-2.5 0.4 -3.75 -27.65
-2.5 0.5 -3.90625 -27.5
-2.5 0.6 -3.75 -27.65
-2.5 0.7 -3.28125 -28.1
-2.5 0.8 -2.5 -28.85
-2.5 0.9 -1.40625 -29.9
-2.5 1 -0 -31.25
-2.5 1.1 1.71875 -32.9
-2.5 1.2 3.75 -34.85
-2.5 1.3 6.09375 -37.1
-2.5 1.4 8.75 -39.65
-2.5 1.5 11.7188 -42.5
-2.5 1.6 15 -45.65
-2.5 1.7 18.5938 -49.1
-2.5 1.8 22.5 -52.85
-2.5 1.9 26.7188 -56.9
-2.5 2 31.25 -61.25
-2.5 2.1 36.0938 -65.9
-2.5 2.2 41.25 -70.85
-2.5 2.3 46.7188 -76.1
-2.5 2.4 52.5 -81.65
-2.5 2.5 58.5938 -87.5

-2.4 -2.5 120.96 -153.648
-2.4 -2.4 112.804 -145.152
-2.4 -2.3 104.924 -136.944
-2.4 -2.2 97.321 -129.024
-2.4 -2.1 89.9942 -121.392
-2.4 -2 82.944 -114.048
-2.4 -1.9 76.1702 -106.992
-2.4 -1.8 69.673 -100.224
-2.4 -1.7 63.4522 -93.744
-2.4 -1.6 57.5078 -87.552
-2.4 -1.5 51.84 -81.648
-2.4 -1.4 46.4486 -76.032
-2.4 -1.3 41.3338 -70.704
-2.4 -1.2 36.4954 -65.664
-2.4 -1.1 31.9334 -60.912
-2.4 -1 27.648 -56.448
-2.4 -0.9 23.639 -52.272
-2.4 -0.8 19.9066 -48.384
-2.4 -0.7 16.4506 -44.784
-2.4 -0.6 13.271 -41.472
-2.4 -0.5 10.368 -38.448
-2.4 -0.4 7.74144 -35.712
-2.4 -0.3 5.39136 -33.264
-2.4 -0.2 3.31776 -31.104
-2.4 -0.1 1.52064 -29.232
-2.4 0 -0 -27.648
-2.4 0.1 -1.24416 -26.352
-2.4 0.2 -2.21184 -25.344
-2.4 0.3 -2.90304 -24.624
-2.4 0.4 -3.31776 -24.192
