-2.5 -2.5 136.719 -162.5
-2.5 -2.4 132.812 -153.65
-2.5 -2.3 128.906 -145.1
-2.5 -2.2 125 -136.85
-2.5 -2.1 121.094 -128.9
-2.5 -2 117.188 -121.25
-2.5 -1.9 113.281 -113.9
-2.5 -1.8 109.375 -106.85
-2.5 -1.7 105.469 -100.1
-2.5 -1.6 101.562 -93.65
-2.5 -1.5 97.6562 -87.5
-2.5 -1.4 93.75 -81.65
-2.5 -1.3 89.8438 -76.1
-2.5 -1.2 85.9375 -70.85
-2.5 -1.1 82.0312 -65.9
-2.5 -1 78.125 -61.25
-2.5 -0.9 74.2188 -56.9
-2.5 -0.8 70.3125 -52.85
-2.5 -0.7 66.4062 -49.1
-2.5 -0.6 62.5 -45.65
-2.5 -0.5 58.5938 -42.5
-2.5 -0.4 54.6875 -39.65
-2.5 -0.3 50.7812 -37.1
-2.5 -0.2 46.875 -34.85
-2.5 -0.1 42.9688 -32.9
-2.5 0 39.0625 -31.25
-2.5 0.1 35.1562 -29.9
-2.5 0.2 31.25 -28.85
-2.5 0.3 27.3438 -28.1
-2.5 0.4 23.4375 -27.65
-2.5 0.5 19.5312 -27.5
-2.5 0.6 15.625 -27.65
-2.5 0.7 11.7187 -28.1
-2.5 0.8 7.8125 -28.85
-2.5 0.9 3.90625 -29.9
-2.5 1 0 -31.25
-2.5 1.1 -3.90625 -32.9
-2.5 1.2 -7.8125 -34.85
-2.5 1.3 -11.7188 -37.1
-2.5 1.4 -15.625 -39.65
-2.5 1.5 -19.5312 -42.5
-2.5 1.6 -23.4375 -45.65
-2.5 1.7 -27.3438 -49.1
-2.5 1.8 -31.25 -52.85
-2.5 1.9 -35.1563 -56.9
-2.5 2 -39.0625 -61.25
-2.5 2.1 -42.9688 -65.9
-2.5 2.2 -46.875 -70.85
-2.5 2.3 -50.7813 -76.1
-2.5 2.4 -54.6875 -81.65
-2.5 2.5 -58.5938 -87.5

-2.4 -2.5 116.122 -153.648
-2.4 -2.4 114.009 -145.152
-2.4 -2.3 111.495 -136.944
-2.4 -2.2 108.765 -129.024
-2.4 -2.1 105.9 -121.392
-2.4 -2 102.943 -114.048
-2.4 -1.9 99.9164 -106.992
-2.4 -1.8 96.835 -100.224
-2.4 -1.7 93.7077 -93.744
-2.4 -1.6 90.5405 -87.552
-2.4 -1.5 87.3375 -81.648
-2.4 -1.4 84.1017 -76.032
-2.4 -1.3 80.8351 -70.704
-2.4 -1.2 77.5392 -65.664
-2.4 -1.1 74.2151 -60.912
-2.4 -1 70.8638 -56.448
-2.4 -0.9 67.486 -52.272
-2.4 -0.8 64.0824 -48.384
-2.4 -0.7 60.6534 -44.784
-2.4 -0.6 57.1997 -41.472
-2.4 -0.5 53.7218 -38.448
-2.4 -0.4 50.2202 -35.712
-2.4 -0.3 46.6955 -33.264
-2.4 -0.2 43.1485 -31.104
-2.4 -0.1 39.5797 -29.232
-2.4 0 35.99 -27.648
-2.4 0.1 32.3802 -26.352
-2.4 0.2 28.7514 -25.344
-2.4 0.3 25.1046 -24.624
-2.4 0.4 21.441 -24.192
-2.4 0.5 17.7621 -24.048
-2.4 0.6 14.0695 -24.192
-2.4 0.7 10.365 -24.624
-2.4 0.8 6.6507 -25.344
-2.4 0.9 2.92913 -26.352
-2.4 1 -0.79688 -27.648
-2.4 1.1 -4.52395 -29.232
-2.4 1.2 -8.24807 -31.104
-2.4 1.3 -11.9645 -33.264
-2.4 1.4 -15.6673 -35.712
-2.4 1.5 -19.3495 -38.448
-2.4 1.6 -23.0021 -41.472
-2.4 1.7 -26.6141 -44.784
-2.4 1.8 -30.1709 -48.384
-2.4 1.9 -33.6531 -52.272
-2.4 2 -37.0345 -56.448
-2.4 2.1 -40.2769 -60.912
-2.4 2.2 -43.3221 -65.664
-2.4 2.3 -46.0735 -70.704
-2.4 2.4 -48.3511 -76.032
-2.4 2.5 -49.7664 -81.648

-2.3 -2.5 97.9444 -145.084
-2.3 -2.4 97.0569 -136.942
-2.3 -2.3 95.6693 -129.076
-2.3 -2.2 93.9538 -121.486
-2.3 -2.1 92.013 -114.172
-2.3 -2 89.9079 -107.134
-2.3 -1.9 87.6765 -100.372
-2.3 -1.8 85.3432 -93.886
-2.3 -1.7 82.924 -87.676
-2.3 -1.6 80.4298 -81.742
-2.3 -1.5 77.8682 -76.084
-2.3 -1.4 75.2446 -70.702
-2.3 -1.3 72.5628 -65.596
