0 -0.0890608
0.25 -0.261619
0.5 -0.418826
0.75 -0.554271
1 -0.665501
1.25 -0.753329
1.5 -0.820564
1.75 -0.87083
2 -0.907747
2.25 -0.934507
2.5 -0.953718
2.75 -0.967411
3 -0.977119
3.25 -0.983975
3.5 -0.988801
3.75 -0.992188
4 -0.994561
4.25 -0.996218
4.5 -0.997371
4.75 -0.99817
5 -0.998718
5.25 -0.999089
5.5 -0.99933
5.75 -0.999475
6 -0.999543
6.25 -0.999543
6.5 -0.999475
6.75 -0.99933
7 -0.999089
7.25 -0.998718
7.5 -0.99817
7.75 -0.997371
8 -0.996218
8.25 -0.994561
8.5 -0.992188
8.75 -0.988801
9 -0.983975
9.25 -0.977119
9.5 -0.967411
9.75 -0.953718
10 -0.934507
10.25 -0.907747
10.5 -0.87083
10.75 -0.820564
11 -0.753329
11.25 -0.665501
11.5 -0.554271
11.75 -0.418826
12 -0.261619
12.25 -0.0890608
12.5 0.0890608
12.75 0.261619
13 0.418826
13.25 0.554271
13.5 0.665501
13.75 0.753329
14 0.820564
14.25 0.87083
14.5 0.907747
14.75 0.934507
15 0.953718
15.25 0.967411
15.5 0.977119
15.75 0.983975
16 0.988801
16.25 0.992188
16.5 0.994561
16.75 0.996218
17 0.997371
17.25 0.99817
17.5 0.998718
17.75 0.999089
18 0.99933
18.25 0.999475
18.5 0.999543
18.75 0.999543
19 0.999475
19.25 0.99933
19.5 0.999089
19.75 0.998718
20 0.99817
20.25 0.997371
20.5 0.996218
20.75 0.994561
21 0.992188
21.25 0.988801
21.5 0.983975
21.75 0.977119
22 0.967411
22.25 0.953718
22.5 0.934507
22.75 0.907747
23 0.87083
23.25 0.820564
23.5 0.753329
23.75 0.665501
24 0.554271
24.25 0.418826
24.5 0.261619
24.75 0.0890608
