0 0 -1 -1 
1 0.01 -1 -1 
2 0.02 -1 -1 
3 0.03 -1 -1 
4 0.04 -1 -1 
5 0.05 -1 -1 
6 0.06 -1 -0.999966 
7 0.07 -0.999995 -0.999839 
8 0.08 -0.999971 -0.999549 
9 0.09 -0.999908 -0.999038 
10 0.1 -0.999785 -0.998264 
11 0.11 -0.999577 -0.997204 
12 0.12 -0.999266 -0.995853 
13 0.13 -0.998836 -0.994216 
14 0.14 -0.998277 -0.99231 
15 0.15 -0.997582 -0.990155 
16 0.16 -0.996751 -0.987779 
17 0.17 -0.995784 -0.985205 
18 0.18 -0.994687 -0.982462 
19 0.19 -0.993466 -0.979574 
20 0.2 -0.992129 -0.976565 
21 0.21 -0.990684 -0.973456 
22 0.22 -0.989142 -0.970268 
23 0.23 -0.98751 -0.967018 
24 0.24 -0.9858 -0.963723 
25 0.25 -0.98402 -0.960395 
26 0.26 -0.982179 -0.957049 
27 0.27 -0.980285 -0.953693 
28 0.28 -0.978345 -0.950339 
29 0.29 -0.976368 -0.946993 
30 0.3 -0.97436 -0.943664 
31 0.31 -0.972326 -0.940356 
32 0.32 -0.970273 -0.937075 
33 0.33 -0.968205 -0.933826 
34 0.34 -0.966128 -0.930612 
35 0.35 -0.964046 -0.927436 
36 0.36 -0.961962 -0.924301 
37 0.37 -0.95988 -0.921209 
38 0.38 -0.957802 -0.918162 
39 0.39 -0.955733 -0.91516 
40 0.4 -0.953673 -0.912205 
41 0.41 -0.951626 -0.909298 
42 0.42 -0.949593 -0.906439 
43 0.43 -0.947576 -0.903629 
44 0.44 -0.945577 -0.900867 
45 0.45 -0.943596 -0.898154 
46 0.46 -0.941635 -0.89549 
47 0.47 -0.939695 -0.892874 
48 0.48 -0.937777 -0.890305 
49 0.49 -0.935881 -0.887785 
50 0.5 -0.934008 -0.885311 
51 0.51 -0.932159 -0.882884 
52 0.52 -0.930334 -0.880503 
53 0.53 -0.928533 -0.878167 
54 0.54 -0.926757 -0.875876 
55 0.55 -0.925006 -0.873629 
56 0.56 -0.923279 -0.871426 
57 0.57 -0.921578 -0.869264 
58 0.58 -0.919901 -0.867145 
59 0.59 -0.91825 -0.865067 
60 0.6 -0.916623 -0.863029 
61 0.61 -0.915021 -0.86103 
62 0.62 -0.913444 -0.859071 
63 0.63 -0.911892 -0.857149 
64 0.64 -0.910364 -0.855265 
65 0.65 -0.90886 -0.853417 
66 0.66 -0.90738 -0.851605 
67 0.67 -0.905923 -0.849829 
68 0.68 -0.904491 -0.848087 
69 0.69 -0.903081 -0.846378 
70 0.7 -0.901695 -0.844703 
71 0.71 -0.900331 -0.84306 
72 0.72 -0.898989 -0.841448 
73 0.73 -0.89767 -0.839868 
74 0.74 -0.896373 -0.838318 
75 0.75 -0.895097 -0.836798 
76 0.76 -0.893842 -0.835307 
77 0.77 -0.892608 -0.833844 
78 0.78 -0.891395 -0.832409 
79 0.79 -0.890202 -0.831002 
80 0.8 -0.889029 -0.829621 
81 0.81 -0.887875 -0.828266 
82 0.82 -0.886741 -0.826937 
83 0.83 -0.885626 -0.825633 
84 0.84 -0.88453 -0.824354 
85 0.85 -0.883453 -0.823098 
86 0.86 -0.882393 -0.821866 
87 0.87 -0.881351 -0.820658 
88 0.88 -0.880327 -0.819471 
89 0.89 -0.879321 -0.818307 
90 0.9 -0.878331 -0.817164 
91 0.91 -0.877358 -0.816043 
92 0.92 -0.876401 -0.814942 
93 0.93 -0.87546 -0.813862 
94 0.94 -0.874535 -0.812801 
95 0.95 -0.873626 -0.81176 
96 0.96 -0.872732 -0.810738 
97 0.97 -0.871854 -0.809735 
98 0.98 -0.87099 -0.80875 
